battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,
802,0,0.5,1,3,0,44032 MB,0.6,153,5,6,527,734,3063MB,17,13,4,0,1,no,"$24,100 ",
1923,0,1.3,0,3,0,24000 MB,1,86,4,4,874,1264,2479MB,9,2,15,1,1,0,"5,089 MXN",
1193,1,3,0,10,0,57344 MB,0.4,196,3,17,674,864,2394MB,19,11,14,1,1,no,13000 MXN,
904,1,1.2,1,10,1,31744 MB,0.8,112,3,11,657,1014,2814MB,13,3,19,1,0,no,"USD 30,049",
1285,0,2.4,0,1,1,51GB,1,140,7,2,475,500,2094MB,8,0,10,1,0,no,"$31,000 ",
1635,0,2.6,1,0,1,2000 MB,0.6,182,4,0,1209,1411,2315MB,10,1,2,1,1,no,"$9,000 MXN",
1923,0,1,1,5,1,14336 MB,0.9,154,4,6,15,525,2519MB,13,0,16,1,0,1,"$16,049 ",
1851,1,1.9,1,3,1,12 GB,0.9,198,6,11,293,1967,735MB,7,6,14,1,0,Yes,"USD 27,089",
727,1,1.5,0,0,1,32GB,1,131,7,1,813,1377,1891MB,19,13,7,1,0,1,"USD 39,089",
1396,0,1.5,1,0,1,45056 MB,0.1,118,6,1,173,1843,1386MB,7,1,8,1,1,yes,"$3,000 ",
877,0,1.3,1,9,1,46 MB,0.8,135,1,14,457,652,3260MB,14,12,6,1,0,no,"$43,099 ",
696,1,2.4,0,11,1,35 MB,0.2,103,3,13,533,797,2022MB,14,11,4,1,0,Yes,"USD 7,089",
1009,1,1,1,2,0,2GB,0.6,102,8,14,912,1043,1716MB,7,5,15,0,0,0,"$4,099 MXN",
1526,0,1.1,1,2,1,38912 MB,0.3,116,5,6,798,1418,3317MB,7,1,8,1,1,yes,12100 MXN,
987,0,2,1,1,0,20 GB,0.8,192,7,3,412,565,1454MB,11,3,8,1,1,0,33000 MXN,
1414,1,2.2,1,0,1,49 GB,0.5,101,4,1,130,887,2290MB,13,0,12,1,1,No,"$45,099 ",
1732,0,0.8,0,2,0,61 MB,0.3,172,5,3,201,656,3940MB,17,11,20,0,1,1,"$24,049 ",
1587,1,0.5,0,0,0,51200 MB,0.9,148,8,15,299,874,461MB,17,4,4,1,0,yes,EUR 19090,
1097,0,0.8,0,10,1,21504 MB,0.1,160,7,15,1277,1352,2219MB,15,6,12,1,0,yes,"11,000 pesos",
504,0,2.8,1,0,0,40000 MB,0.5,178,3,0,626,1195,470MB,6,0,16,1,0,no,"41,049 MXN",
1159,0,2.7,0,13,1,28GB,0.2,80,8,18,378,751,2495MB,10,0,9,1,1,yes,"$33,100 ",
1910,0,1.4,0,0,0,29696 MB,0.6,146,7,2,333,639,2944MB,8,7,2,1,1,yes,"USD 32,000",
865,0,1.2,1,8,0,59000 MB,0.1,159,3,9,805,1804,2361MB,16,11,19,1,0,yes,"$19,099 ",
1930,1,2,0,11,0,16 MB,0.8,186,8,12,1901,1920,1783MB,17,3,13,0,0,1,"$28,000 ",
860,1,1.3,1,8,1,40 MB,0.7,170,3,13,1573,1581,2832MB,13,7,20,1,1,yes,17000 MXN,
1268,1,2.9,0,9,1,42GB,0.9,182,6,17,360,912,931MB,11,5,20,1,1,no,EUR 47090,
999,1,1.8,1,0,1,27000 MB,0.1,167,4,1,20,745,1344MB,17,10,5,1,0,no,36100 USD,
622,0,0.7,0,0,1,9000 MB,0.3,127,2,0,98,511,3916MB,13,1,5,1,0,1,38100 MXN,
1250,1,1.4,0,8,0,44 GB,0.2,182,7,20,703,1011,1882MB,14,1,14,0,0,0,"$19,049 MXN",
763,1,0.5,0,9,1,51GB,0.3,104,5,12,273,1278,2865MB,11,6,9,1,1,1,"$22,049 MXN",
1100,1,1.6,0,12,0,15GB,0.1,112,8,14,919,1344,757MB,12,2,16,1,1,yes,EUR 19000,
815,0,2,1,4,0,51 GB,0.3,85,6,12,982,1291,3469MB,5,4,6,1,0,yes,"35,089 pesos",
618,1,0.5,1,2,1,57000 MB,0.2,88,3,7,879,896,2399MB,18,15,17,1,1,yes,"USD 16,049",
553,1,2.2,1,0,1,18000 MB,0.7,136,2,1,1287,1892,3300MB,12,10,20,1,0,no,"17,049 MXN",
673,1,2.2,1,2,0,3 MB,0.4,84,2,9,1109,1247,2719MB,19,2,9,1,1,1,"$36,000 ",
563,0,2,1,3,0,47GB,0.3,115,7,12,211,684,3012MB,14,4,15,1,0,no,38100 USD,
1590,0,1.5,1,12,1,14336 MB,0.5,187,4,15,1058,1109,2836MB,6,5,4,1,0,0,"$13,049 ",
1031,1,2.1,1,2,1,11264 MB,0.1,121,2,9,532,1247,2385MB,11,7,16,1,0,No,39100 USD,
909,1,0.5,1,9,0,30720 MB,0.4,97,3,10,290,773,594MB,12,0,4,1,1,1,39000 USD,
1880,0,0.5,0,0,1,7168 MB,0.6,104,4,1,890,1019,2968MB,9,0,3,1,1,no,"38,049 pesos",
1479,1,1.8,1,0,1,24GB,0.1,146,6,0,327,645,3762MB,12,10,5,1,0,0,"$14,100 ",
1271,0,1.5,1,0,0,2 MB,0.9,161,1,1,1260,1788,892MB,15,13,20,0,1,no,EUR 21000,
709,0,1.9,0,11,1,13GB,0.1,81,8,15,570,1422,467MB,17,11,5,1,1,yes,"$4,000 MXN",
1744,0,2.8,0,0,1,63488 MB,0.7,158,1,0,621,1558,345MB,10,6,14,1,0,0,"$16,049 MXN",
1314,1,2.2,0,0,1,40 GB,0.8,116,7,1,328,1858,3033MB,9,8,17,1,1,Yes,"$35,099 MXN",
1136,0,0.5,0,0,1,9 MB,0.9,150,6,2,1307,1767,2110MB,9,5,16,1,0,1,"$23,049 ",
1039,1,2.7,0,11,0,56 MB,0.3,125,8,13,497,618,3105MB,14,8,5,0,1,yes,23000 USD,
1300,1,0.5,0,5,0,62000 MB,0.1,156,6,7,219,1037,874MB,15,3,10,1,1,0,"$5,000 ",
732,1,2.3,1,7,1,39936 MB,0.6,188,7,11,1163,1554,3681MB,19,3,15,1,1,Yes,"USD 39,049",
511,0,0.7,1,1,1,53248 MB,0.7,180,2,10,24,759,3865MB,8,3,7,1,0,yes,"USD 35,089",
1092,1,0.5,1,10,0,11000 MB,0.5,167,3,14,468,571,737MB,14,4,11,0,1,No,"25,099 pesos",
921,1,2.2,1,12,1,10GB,0.1,170,7,18,1272,1469,3153MB,8,2,11,1,1,0,"8,089 MXN",
1030,1,0.5,0,4,1,37 MB,0.7,147,1,8,503,551,2800MB,8,6,12,1,0,yes,"$22,049 ",
1130,0,1.8,1,0,0,27 GB,0.9,101,1,8,1495,1579,315MB,14,5,11,1,1,no,EUR 48100,
1299,0,2.8,1,2,0,60 GB,0.8,187,8,6,1333,1838,1412MB,13,1,20,0,1,Yes,"$43,089 ",
1009,1,2.8,1,7,1,2000 MB,0.6,115,7,15,267,1841,2286MB,19,8,13,1,0,0,"$47,089 ",
1735,0,1.8,1,16,0,34GB,0.1,140,2,17,149,876,2392MB,17,15,19,1,0,yes,44000 MXN,
1129,1,2.8,1,0,0,49000 MB,0.5,185,2,2,1070,1079,1857MB,8,4,5,1,1,1,"$21,089 ",
708,0,1.9,0,0,0,26000 MB,0.3,116,7,1,206,620,1419MB,10,6,16,1,1,1,"13,000 pesos",
894,0,0.7,0,2,1,59392 MB,0.1,123,2,3,158,747,3305MB,12,7,2,1,0,no,"$27,000 ",
530,0,2.4,0,1,0,32 GB,0.3,88,6,20,48,1012,959MB,17,7,6,0,1,0,"40,089 pesos",
1481,1,2,1,0,0,35000 MB,0.5,105,3,0,249,522,2635MB,17,16,4,1,0,yes,EUR 16000,
1068,0,2.7,1,0,1,45 GB,0.6,194,5,1,935,1499,1754MB,17,7,9,1,0,1,"USD 11,089",
1487,0,0.5,0,6,1,58368 MB,0.7,84,3,12,140,768,2563MB,18,4,14,1,0,0,17100 USD,
1524,0,2.5,1,11,1,41 MB,1,96,4,20,184,740,1936MB,7,0,9,1,1,yes,12000 USD,
1093,0,1.9,1,2,1,22GB,0.3,196,8,14,238,807,1869MB,8,5,4,1,1,1,"30,000 MXN",
1816,1,1.6,1,0,0,50 GB,0.1,186,5,2,800,1089,3637MB,11,7,16,0,0,1,"USD 15,049",
627,0,1.8,0,2,0,20 GB,0.8,142,3,8,211,507,896MB,17,6,14,0,0,no,"USD 24,089",
989,1,0.7,0,13,1,51000 MB,0.4,132,3,15,670,804,2349MB,10,1,20,1,0,1,"$48,000 MXN",
1895,0,0.5,0,2,1,5120 MB,0.7,134,1,11,725,1335,774MB,15,4,6,1,1,0,26100 MXN,
805,1,1.7,1,0,1,58000 MB,0.9,168,3,10,81,1544,3397MB,7,6,2,1,0,no,EUR 12100,
713,1,1.6,0,7,1,2GB,0.4,181,8,9,1211,1378,485MB,10,6,4,1,1,1,"$26,090 ",
864,0,2.5,0,10,1,24GB,0.7,148,4,15,1362,1378,3964MB,13,8,12,1,1,0,EUR 26000,
1177,0,0.9,0,1,0,11000 MB,1,181,4,7,945,1923,1887MB,8,5,11,1,1,Yes,"$38,049 ",
582,0,0.5,0,8,0,32 GB,0.7,107,3,11,1043,1702,2977MB,6,1,20,0,1,Yes,"$30,000 MXN",
1898,0,1.8,1,3,1,56 MB,0.2,185,7,4,444,739,2114MB,10,5,19,1,1,1,20000 USD,
1158,0,0.7,1,1,1,29696 MB,0.7,123,2,20,311,1796,1542MB,17,9,15,1,0,Yes,"USD 18,000",
1451,1,0.5,0,5,1,57 MB,0.6,181,8,12,812,1456,3038MB,15,7,18,1,0,Yes,23000 MXN,
1820,1,1.4,0,5,0,51GB,0.9,163,7,10,202,1884,2481MB,11,9,11,0,0,no,"$12,000 ",
984,0,0.5,1,3,1,9 GB,0.8,140,3,20,531,707,841MB,18,15,16,1,0,0,"7,089 pesos",
580,1,2.1,1,0,0,24GB,0.4,135,4,5,404,898,3565MB,12,11,8,1,0,yes,"$41,099 MXN",
1263,1,2,0,0,0,5 GB,0.4,146,6,3,954,1609,1958MB,9,6,4,1,1,yes,"29,049 pesos",
1237,0,0.5,0,2,0,27GB,0.1,87,8,5,274,603,2454MB,14,0,8,1,1,Yes,"$29,049 MXN",
514,1,1.6,0,7,1,37 GB,0.1,172,1,9,956,1723,3392MB,12,8,5,1,1,1,"$8,089 ",
1515,0,2.6,0,0,1,56 MB,0.9,184,3,1,1438,1593,262MB,14,4,20,1,1,no,"$14,100 ",
721,0,0.5,1,6,1,6 GB,0.4,194,4,9,1446,1988,530MB,8,4,8,1,0,yes,"48,089 MXN",
603,1,2.5,1,3,0,35GB,0.7,126,3,16,692,1057,3703MB,13,1,9,0,0,yes,"USD 21,049",
1426,1,2.5,0,2,1,56320 MB,0.4,109,1,7,777,1032,2562MB,5,1,3,1,0,no,"5,099 pesos",
1820,1,1.7,1,0,1,64GB,0.6,161,1,3,1157,1951,574MB,10,2,18,1,1,0,"$37,099 ",
1215,0,1,0,4,0,16GB,0.1,130,4,8,454,1473,2632MB,7,1,15,0,0,1,"$5,089 MXN",
697,0,2.7,1,5,1,20GB,0.4,173,2,6,478,1477,259MB,12,6,4,1,1,yes,"29,000 MXN",
717,1,0.5,1,4,0,10240 MB,0.6,198,1,5,217,1106,688MB,10,7,15,0,1,0,"$44,099 ",
1348,1,2,1,5,0,36 MB,0.3,145,6,6,468,741,2554MB,19,1,12,0,1,no,"$8,000 ",
1164,1,2.6,1,0,0,62464 MB,0.3,88,1,6,1107,1656,3859MB,11,10,17,0,1,0,"USD 12,089",
578,1,0.5,0,9,1,62 GB,0.3,170,5,13,626,1134,2977MB,15,12,5,1,1,yes,"32,000 MXN",
1971,1,0.5,1,0,0,40 GB,0.3,186,7,19,485,922,571MB,8,7,17,1,1,no,EUR 27100,
1794,1,0.5,1,5,1,55 MB,0.5,86,7,7,43,627,402MB,14,7,14,1,0,1,"USD 44,089",
1558,1,2.5,0,2,1,32000 MB,0.1,114,5,3,322,1385,878MB,16,5,17,1,1,1,"$43,099 ",
1597,1,0.9,0,4,1,4GB,0.5,85,1,19,880,1145,2130MB,8,3,15,1,1,0,25100 USD,
1240,0,1.6,0,0,0,39 MB,0.1,146,2,9,1511,1756,3260MB,13,1,17,0,0,yes,"$13,099 MXN",
1994,1,0.8,1,2,1,7000 MB,0.6,88,8,4,667,711,454MB,11,8,6,1,1,0,EUR 18100,
1221,0,2.3,0,7,1,35 GB,0.4,152,7,19,765,1899,2638MB,19,16,14,1,1,Yes,"18,049 MXN",
989,1,1.6,1,11,1,24000 MB,0.6,156,8,17,614,679,2819MB,16,13,5,1,0,yes,"$38,000 ",
1180,1,1.2,0,5,1,50 MB,1,144,4,20,925,1252,1464MB,7,3,20,1,1,yes,"USD 50,000",
718,0,2.8,0,10,0,59GB,0.8,113,6,13,1185,1387,1824MB,11,9,3,1,1,0,"$44,090 ",
1670,1,1.6,1,0,0,47 GB,0.8,139,8,15,1706,1886,876MB,16,0,5,1,1,No,"$28,000 ",
534,1,2.5,0,1,1,21000 MB,0.3,164,7,9,347,1477,2706MB,7,5,18,1,1,0,"$5,100 ",
1566,1,0.5,1,0,0,20 GB,0.5,126,2,0,1603,1930,659MB,14,9,13,1,1,yes,"28,099 pesos",
1935,0,0.5,0,0,1,29000 MB,0.6,124,5,9,806,860,455MB,9,2,6,1,0,Yes,"17,099 MXN",
504,1,2.8,1,2,0,55296 MB,0.4,163,2,10,1207,1539,2378MB,17,11,2,1,0,0,"$7,099 MXN",
913,0,1.7,1,1,1,41 MB,0.3,103,1,14,431,1144,2278MB,15,3,18,1,1,no,"USD 34,049",
1317,0,1.8,1,2,0,43 GB,0.5,113,5,3,179,613,3436MB,16,13,5,0,1,yes,"$50,099 ",
917,1,0.5,0,1,1,31744 MB,0.5,88,6,2,423,909,3424MB,19,2,13,1,1,no,"$12,049 ",
712,0,2.5,1,1,0,49GB,0.6,99,6,3,1131,1743,401MB,5,0,10,1,0,Yes,10000 MXN,
1083,0,1,0,6,0,52000 MB,0.9,126,2,20,925,1469,681MB,19,18,19,1,1,yes,"$7,099 ",
1039,0,0.6,0,5,1,6GB,0.1,136,6,8,62,544,3212MB,15,7,7,1,0,1,"42,049 pesos",
1747,0,0.5,0,4,0,13GB,0.7,185,6,12,800,873,3105MB,7,1,10,1,0,0,"USD 18,089",
1449,1,0.5,1,0,0,52GB,0.6,105,6,0,211,947,2036MB,5,1,10,0,1,no,"$7,100 ",
1872,1,0.5,1,14,0,49 GB,0.2,139,7,18,81,1389,3153MB,16,15,5,1,1,0,"27,089 MXN",
1796,0,1.6,1,5,0,7168 MB,0.1,101,4,6,667,798,1642MB,9,4,3,0,1,Yes,"$35,099 MXN",
1097,0,1.4,0,0,0,61440 MB,0.8,181,1,17,405,519,509MB,15,12,12,1,0,no,"USD 46,099",
1562,0,0.5,1,1,1,20000 MB,0.8,172,8,10,678,1676,3465MB,16,11,6,1,1,0,"$28,049 ",
1433,1,2.3,0,8,1,27 GB,0.9,153,7,12,1619,1651,3900MB,18,16,2,1,0,Yes,"USD 38,000",
740,0,1.8,0,1,0,12288 MB,0.2,123,1,11,935,1147,1105MB,7,6,19,0,1,yes,"38,000 MXN",
676,0,2.2,0,1,1,39936 MB,0.2,84,1,5,864,1011,2064MB,13,7,6,1,0,0,36100 MXN,
503,1,1.8,1,1,1,13GB,0.7,131,1,4,1495,1688,3117MB,19,6,9,1,0,1,EUR 18100,
1020,0,1.5,0,13,1,7GB,0.7,96,3,18,870,1613,1142MB,13,9,8,1,0,1,"$38,099 MXN",
896,0,1,1,3,1,4096 MB,0.3,111,1,4,1379,1469,1060MB,12,10,4,1,1,1,13100 MXN,
1824,1,0.8,0,4,1,19GB,0.9,143,2,5,1055,1738,2381MB,14,1,5,1,0,No,"$11,099 MXN",
1512,0,0.6,1,1,1,54000 MB,0.4,134,3,2,220,1838,3366MB,7,3,11,1,0,1,"$27,089 ",
1053,0,2.9,0,7,0,42000 MB,0.9,126,6,17,419,1261,1339MB,17,0,14,0,0,Yes,"5,099 MXN",
1944,1,1.8,1,0,1,31 MB,0.8,87,4,10,1111,1362,2560MB,7,3,8,1,0,no,25000 USD,
1174,0,0.7,1,1,1,25600 MB,0.8,91,2,8,1097,1461,285MB,19,7,3,1,0,Yes,"21,089 MXN",
627,1,1.6,1,3,1,12 MB,0.2,131,7,17,447,819,2476MB,17,1,10,1,0,0,"$33,000 ",
1602,0,2.7,0,4,1,46 GB,0.6,118,1,5,273,1062,1862MB,16,9,2,1,0,1,EUR 10090,
1733,1,1.5,1,4,1,6GB,0.9,170,1,15,590,997,3488MB,6,4,10,1,1,yes,22100 MXN,
586,0,1.4,1,10,1,8 MB,0.5,142,8,14,116,598,3178MB,9,7,10,1,0,1,"$40,000 ",
1528,0,2.4,0,2,0,37888 MB,0.2,156,8,3,306,564,733MB,15,0,14,1,1,no,30000 MXN,
875,0,0.7,0,2,0,23 MB,0.1,110,7,7,300,1316,756MB,14,5,6,0,0,no,"$49,100 ",
1602,0,0.6,0,12,0,59392 MB,0.4,170,1,13,1259,1746,3622MB,17,2,17,0,1,yes,"$25,000 ",
1426,0,1.6,0,4,1,12288 MB,0.7,174,5,16,1573,1694,1277MB,14,9,5,1,0,0,"12,000 MXN",
1370,0,1.4,0,5,1,6 MB,0.2,158,6,8,1392,1783,3703MB,13,10,11,1,1,no,"$47,099 ",
609,1,0.5,0,4,1,10000 MB,0.1,81,6,6,113,1524,1905MB,16,3,18,1,1,1,"$35,000 ",
840,0,1.2,1,5,1,15000 MB,0.3,178,6,8,526,1728,2636MB,12,2,6,1,1,no,"$14,049 MXN",
991,0,2,0,2,1,12 MB,0.3,158,5,6,1209,1678,2014MB,11,9,10,1,0,0,EUR 17000,
1724,1,1.8,0,0,1,9000 MB,0.8,100,2,1,655,828,3056MB,18,16,6,1,0,no,"$5,089 ",
584,1,1.8,0,0,1,19 GB,0.3,168,3,0,1123,1622,465MB,12,8,4,1,1,no,EUR 19090,
860,1,1.3,1,1,1,50176 MB,0.7,141,6,13,692,979,3869MB,16,14,20,1,1,yes,"USD 34,099",
1541,1,2.8,1,10,1,28672 MB,0.2,165,5,15,796,1052,1108MB,12,1,7,1,0,yes,"$45,000 ",
615,1,0.5,1,7,0,58 GB,0.5,130,5,8,1021,1958,1906MB,14,5,5,1,0,no,"25,099 pesos",
912,1,2.8,1,6,1,46000 MB,0.4,84,4,11,995,1310,851MB,8,4,4,1,1,1,EUR 30000,
1278,1,1.2,0,10,1,60 MB,0.6,172,7,14,1244,1504,3142MB,11,4,19,1,0,yes,39100 USD,
1365,0,0.6,0,0,1,31000 MB,0.3,125,4,0,293,970,1300MB,14,7,13,1,0,1,"USD 12,089",
1702,0,1,0,7,0,36 GB,0.1,177,5,9,1240,1931,1430MB,8,6,10,0,0,0,20000 MXN,
589,1,0.5,0,1,1,59000 MB,0.7,146,8,4,759,1858,362MB,16,10,6,1,1,1,"5,049 pesos",
1347,0,1.5,1,10,0,56GB,0.3,95,1,19,398,1528,2456MB,13,0,13,1,1,yes,"$15,049 ",
1644,0,2.8,0,0,1,44000 MB,1,137,8,0,358,791,2360MB,7,4,19,1,0,no,"45,049 MXN",
956,0,1.9,1,1,0,42GB,0.1,133,7,11,403,1614,3700MB,10,0,7,1,1,no,"$43,100 ",
1089,0,1.4,1,10,0,2 MB,0.1,153,7,20,211,1409,2620MB,7,5,13,1,0,no,EUR 3000,
871,0,0.6,0,2,0,52000 MB,0.1,178,3,3,194,1437,437MB,14,7,17,1,0,no,"10,049 pesos",
664,0,1.5,0,5,1,6 GB,0.9,164,2,19,1076,1472,3774MB,11,5,18,1,0,No,"2,049 MXN",
1874,1,0.6,0,1,0,19000 MB,0.8,192,2,9,1238,1418,1218MB,15,10,17,0,1,0,"40,089 MXN",
1928,0,2.6,0,5,0,5 GB,0.8,162,5,16,229,1004,696MB,14,12,15,1,1,1,29100 USD,
888,0,2.6,1,2,1,33792 MB,0.4,198,2,17,327,1683,3407MB,12,1,20,1,0,0,"$31,089 ",
1077,1,1.7,1,1,0,59392 MB,0.8,86,7,13,135,1892,3902MB,9,3,3,1,0,no,"$31,090 ",
1023,1,2.3,1,5,1,30 GB,0.2,80,8,7,5,1744,2086MB,10,0,19,1,1,1,"41,099 pesos",
1426,1,0.8,0,2,1,42000 MB,0.6,84,3,10,715,1163,1356MB,15,9,16,1,0,1,"$8,000 ",
831,0,1.7,1,7,1,26000 MB,0.7,177,5,11,511,621,1704MB,6,5,20,1,1,1,"$44,090 ",
1496,1,1.3,1,0,1,6144 MB,0.5,85,3,9,549,1383,3571MB,16,1,11,1,1,yes,"43,089 MXN",
1433,1,2.3,0,2,1,5000 MB,0.1,129,5,11,420,784,2132MB,18,15,19,1,0,yes,EUR 45000,
1095,1,2.6,1,0,1,44000 MB,0.7,103,4,5,838,1066,3209MB,13,11,8,1,1,1,"6,089 MXN",
643,1,0.7,1,3,1,23 GB,0.8,156,1,9,314,1400,2096MB,13,6,2,1,0,0,"42,089 MXN",
1142,1,1.1,0,0,1,6GB,0.5,198,4,0,739,1766,1273MB,19,0,6,1,0,no,"$18,089 ",
730,1,0.5,1,3,1,27GB,0.1,112,5,10,62,846,3623MB,9,4,15,1,1,0,"$11,049 MXN",
1901,1,0.5,0,5,1,41984 MB,0.6,131,2,17,3,1662,368MB,5,1,12,1,0,no,40100 USD,
1510,0,0.6,1,1,0,32 GB,0.7,135,3,8,963,1520,854MB,8,2,10,1,0,Yes,"$45,049 MXN",
1924,0,2.6,0,0,1,59000 MB,0.9,136,6,0,1438,1923,3646MB,10,9,16,1,0,1,"43,099 MXN",
1825,0,1.1,1,13,1,17 GB,0.1,157,4,18,1621,1773,3130MB,12,4,2,1,0,yes,18100 MXN,
1275,1,0.5,1,3,1,5000 MB,0.2,152,1,9,19,501,3784MB,13,4,4,1,1,0,"26,000 pesos",
987,1,2.3,0,9,0,17408 MB,0.8,124,7,17,887,1274,3885MB,11,0,14,1,1,no,47000 USD,
1538,1,2.3,0,6,1,13312 MB,0.2,121,7,7,567,986,1494MB,18,10,12,1,1,Yes,"$48,000 ",
1965,1,0.5,0,4,1,29 MB,0.5,149,5,13,584,676,2973MB,11,1,20,1,1,Yes,42100 USD,
808,0,1.9,0,7,0,20GB,0.8,185,6,14,496,974,1471MB,13,4,11,0,1,0,"$34,089 ",
712,0,0.5,0,6,0,27648 MB,0.5,86,2,11,1245,1309,2001MB,11,10,12,1,1,1,"44,049 MXN",
1507,1,0.9,1,0,1,42GB,0.4,123,5,0,682,888,1486MB,15,3,19,1,0,0,"$8,099 ",
912,0,0.7,0,3,0,48128 MB,0.9,182,3,6,724,794,1321MB,7,2,6,0,1,Yes,"$49,090 ",
769,1,1.2,0,2,0,17000 MB,0.1,95,8,4,1384,1454,1877MB,18,2,11,0,0,yes,50000 USD,
948,0,2.3,0,14,0,22000 MB,0.1,173,5,20,257,1654,3499MB,11,7,19,1,1,yes,"$43,000 ",
507,1,1.9,1,0,1,39GB,0.7,142,1,0,17,1084,2124MB,6,0,12,1,1,0,"24,049 MXN",
1384,1,2.8,1,15,0,60 GB,0.1,82,3,18,983,1210,1221MB,18,12,15,1,0,Yes,28100 USD,
1766,1,1.3,0,1,0,29000 MB,0.5,194,8,20,439,1306,2316MB,19,2,6,0,0,yes,EUR 18090,
1407,0,1.8,1,5,1,16000 MB,0.2,170,4,6,925,1206,1068MB,6,0,8,1,1,0,"$9,099 MXN",
614,0,2.9,1,3,1,24GB,0.2,94,4,7,409,603,1930MB,13,12,4,1,0,yes,EUR 42000,
1972,0,2.9,0,9,0,14GB,0.4,196,7,18,293,952,1316MB,8,1,8,1,1,0,14000 MXN,
1039,0,0.5,1,8,0,48128 MB,0.2,130,8,9,384,1878,1742MB,18,12,15,1,0,no,35100 MXN,
511,1,3,1,5,1,34GB,0.9,125,8,13,149,1285,3265MB,14,7,14,1,0,no,"$5,049 ",
1811,1,2.5,0,4,1,5 MB,0.6,98,4,16,447,568,2700MB,13,7,8,1,1,yes,14100 MXN,
1159,0,1.5,0,3,0,36 MB,0.4,104,4,8,717,1206,2115MB,8,7,18,0,0,0,"$38,099 ",
1848,0,1.3,1,7,0,12288 MB,0.1,178,2,19,195,533,3915MB,9,7,8,0,0,Yes,"USD 22,049",
1988,1,0.5,0,0,1,16000 MB,0.1,94,8,1,153,696,3144MB,16,2,14,1,0,no,"$33,089 ",
1469,0,0.5,0,3,1,59392 MB,0.5,150,7,8,1699,1850,1571MB,17,16,2,1,0,0,"$22,000 MXN",
1423,0,0.6,0,12,0,44000 MB,0.8,131,5,13,501,640,2253MB,10,8,9,0,0,0,"$30,089 ",
1974,0,0.5,1,9,0,10GB,0.8,145,6,12,530,1496,1433MB,6,1,17,0,0,no,"50,049 pesos",
835,0,0.8,1,2,1,43008 MB,0.8,128,5,18,396,1378,2583MB,15,2,13,1,1,1,EUR 50000,
1429,0,0.6,0,8,0,43008 MB,0.9,151,5,9,670,1552,1817MB,6,1,16,1,0,No,"$50,000 ",
947,1,0.5,0,1,1,52224 MB,0.1,144,2,15,193,887,2915MB,17,1,6,1,1,Yes,41100 MXN,
1446,1,2.8,1,0,1,18432 MB,0.3,178,8,1,351,1769,3340MB,8,0,16,1,1,yes,EUR 27100,
1332,0,1.3,1,5,1,7000 MB,0.8,168,7,19,846,855,2790MB,19,11,10,1,1,No,"$26,000 MXN",
1498,1,1.2,1,0,1,14 MB,0.1,191,4,1,111,1167,577MB,14,12,12,1,1,0,36000 USD,
1576,1,0.9,1,0,1,14336 MB,0.4,173,2,4,1213,1386,3220MB,17,2,6,1,1,No,"$2,090 ",
1398,0,1.6,1,8,1,26 MB,0.8,150,1,12,755,1284,3488MB,14,3,11,1,1,0,"$14,000 MXN",
1885,0,2.4,1,12,1,14000 MB,0.6,92,4,15,1406,1517,1277MB,9,6,16,1,0,yes,"$42,049 ",
798,1,0.5,1,7,0,2 GB,0.8,148,2,15,497,627,3593MB,14,9,3,0,1,no,"46,089 MXN",
1436,0,2.5,1,0,1,42000 MB,0.9,124,8,1,1826,1836,2736MB,12,5,19,1,1,0,10000 MXN,
1998,1,1.2,0,8,0,31 GB,0.6,196,8,19,50,1356,2311MB,17,9,18,1,1,0,"$34,089 ",
1321,1,1.3,0,0,1,63 MB,0.4,109,8,9,817,941,1464MB,7,6,16,1,1,1,"6,000 MXN",
1021,0,1.3,0,7,0,9216 MB,0.7,192,2,12,901,1793,1355MB,6,1,14,1,1,no,"$20,100 ",
1339,1,2.3,1,0,0,40 GB,0.1,123,2,1,212,1269,2382MB,6,4,7,1,0,1,40100 MXN,
1210,1,1.6,1,9,0,57 MB,0.5,111,4,20,329,1039,1886MB,16,0,17,1,0,1,45000 USD,
1949,1,0.5,1,2,1,31000 MB,0.1,145,5,9,837,1182,832MB,7,3,19,1,0,No,"$33,089 ",
882,0,0.7,1,9,1,28GB,0.2,151,6,16,248,884,751MB,19,11,8,1,0,1,"$12,099 MXN",
1549,1,1.5,1,0,1,27000 MB,0.4,113,5,7,632,1162,436MB,10,8,11,1,0,No,"$16,049 ",
1991,0,2.2,1,1,1,42 GB,0.7,82,1,13,366,613,722MB,6,5,10,1,1,0,"15,000 pesos",
796,0,0.5,0,2,0,12000 MB,0.5,114,1,8,174,518,1075MB,7,3,2,0,1,0,"USD 34,049",
1012,0,0.5,1,4,0,39000 MB,0.1,161,4,6,882,1195,2802MB,8,0,10,1,1,No,25000 MXN,
1318,0,1.9,1,0,1,11000 MB,0.8,188,2,15,688,1591,1780MB,12,10,2,1,0,0,"$42,090 ",
1708,0,0.8,0,8,1,14 MB,0.9,197,4,16,263,1345,1247MB,19,16,16,1,0,0,"41,000 pesos",
598,1,0.8,1,8,1,62 GB,0.1,117,8,9,118,764,3066MB,11,2,19,1,1,No,"$5,000 MXN",
